alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
175,fan_in,True,1497,98854,862,TRANSFER,442.45,2017-01-01T00:00:00Z
32,fan_in,True,1515,6202,53983,TRANSFER,733.44,2017-01-01T00:00:00Z
283,fan_in,True,1529,6783,55155,TRANSFER,539.65,2017-01-01T00:00:00Z
462,fan_out,True,1542,50713,11224,TRANSFER,397.77,2017-01-01T00:00:00Z
317,fan_out,True,1579,643,31467,TRANSFER,676.5,2017-01-01T00:00:00Z
170,fan_in,True,1625,59449,50929,TRANSFER,655.3,2017-01-01T00:00:00Z
105,fan_in,True,1644,95408,2554,TRANSFER,739.04,2017-01-01T00:00:00Z
34,fan_in,True,1649,31850,53425,TRANSFER,954.74,2017-01-01T00:00:00Z
96,fan_in,True,1650,41973,52693,TRANSFER,333.9,2017-01-01T00:00:00Z
250,fan_in,True,1651,24419,52337,TRANSFER,526.24,2017-01-01T00:00:00Z
58,fan_in,True,1660,31681,3275,TRANSFER,191.41,2017-01-01T00:00:00Z
194,fan_in,True,1667,77941,3675,TRANSFER,355.56,2017-01-01T00:00:00Z
262,fan_in,True,1676,74982,2122,TRANSFER,278.28,2017-01-01T00:00:00Z
163,fan_in,True,1677,60546,50341,TRANSFER,197.25,2017-01-01T00:00:00Z
66,fan_in,True,1686,42848,50706,TRANSFER,594.21,2017-01-01T00:00:00Z
103,fan_in,True,1687,68824,50894,TRANSFER,279.96,2017-01-01T00:00:00Z
162,fan_in,True,1714,9410,52653,TRANSFER,388.36,2017-01-01T00:00:00Z
9,fan_in,True,1715,68541,3170,TRANSFER,214.24,2017-01-01T00:00:00Z
287,fan_in,True,1719,77588,1812,TRANSFER,790.75,2017-01-01T00:00:00Z
213,fan_in,True,1732,95165,50914,TRANSFER,105.51,2017-01-01T00:00:00Z
281,fan_in,True,1755,53574,50608,TRANSFER,338.26,2017-01-01T00:00:00Z
1,fan_in,True,1759,74144,52283,TRANSFER,441.81,2017-01-01T00:00:00Z
235,fan_in,True,1762,94459,85,TRANSFER,347.53,2017-01-01T00:00:00Z
242,fan_in,True,1781,59178,52703,TRANSFER,316.75,2017-01-01T00:00:00Z
289,fan_in,True,1792,33614,5175,TRANSFER,994.86,2017-01-01T00:00:00Z
124,fan_in,True,1801,71725,50191,TRANSFER,790.82,2017-01-01T00:00:00Z
120,fan_in,True,1802,39594,54301,TRANSFER,574.95,2017-01-01T00:00:00Z
111,fan_in,True,1815,45525,5250,TRANSFER,700.65,2017-01-01T00:00:00Z
81,fan_in,True,1823,62558,52233,TRANSFER,676.23,2017-01-01T00:00:00Z
136,fan_in,True,1862,55532,51323,TRANSFER,596.75,2017-01-01T00:00:00Z
278,fan_in,True,1927,59528,3294,TRANSFER,512.06,2017-01-01T00:00:00Z
6,fan_in,True,1947,74624,1357,TRANSFER,281.98,2017-01-01T00:00:00Z
140,fan_in,True,1967,95629,51731,TRANSFER,904.75,2017-01-01T00:00:00Z
48,fan_in,True,1996,38527,3069,TRANSFER,695.64,2017-01-01T00:00:00Z
293,fan_in,True,2021,97197,2696,TRANSFER,684.03,2017-01-01T00:00:00Z
238,fan_in,True,2022,11149,3906,TRANSFER,545.37,2017-01-01T00:00:00Z
70,fan_in,True,2040,79411,51325,TRANSFER,122.85,2017-01-01T00:00:00Z
166,fan_in,True,2057,84717,52668,TRANSFER,840.11,2017-01-01T00:00:00Z
80,fan_in,True,2100,57762,1933,TRANSFER,932.77,2017-01-01T00:00:00Z
261,fan_in,True,2110,9901,778,TRANSFER,997.4,2017-01-01T00:00:00Z
2,fan_in,True,2118,72631,50987,TRANSFER,921.0,2017-01-01T00:00:00Z
20,fan_in,True,2122,1423,1601,TRANSFER,645.63,2017-01-01T00:00:00Z
831,cycle,True,2130,50707,1923,TRANSFER,634.25,2017-01-01T00:00:00Z
45,fan_in,True,2161,38267,2062,TRANSFER,106.0,2017-01-01T00:00:00Z
10,fan_in,True,2172,31594,51529,TRANSFER,728.78,2017-01-01T00:00:00Z
286,fan_in,True,2208,48482,5222,TRANSFER,429.14,2017-01-01T00:00:00Z
54,fan_in,True,2211,35981,656,TRANSFER,241.87,2017-01-01T00:00:00Z
199,fan_in,True,2251,3463,866,TRANSFER,208.84,2017-01-01T00:00:00Z
119,fan_in,True,2277,90085,3669,TRANSFER,994.97,2017-01-01T00:00:00Z
161,fan_in,True,2289,50735,2936,TRANSFER,710.88,2017-01-01T00:00:00Z
221,fan_in,True,2310,45045,52188,TRANSFER,305.93,2017-01-01T00:00:00Z
206,fan_in,True,2312,40934,945,TRANSFER,713.31,2017-01-01T00:00:00Z
272,fan_in,True,2331,15490,1416,TRANSFER,207.18,2017-01-01T00:00:00Z
82,fan_in,True,2348,69284,52875,TRANSFER,790.05,2017-01-01T00:00:00Z
208,fan_in,True,2354,50153,3360,TRANSFER,982.11,2017-01-01T00:00:00Z
156,fan_in,True,2365,95006,52550,TRANSFER,460.02,2017-01-01T00:00:00Z
106,fan_in,True,2371,99114,3485,TRANSFER,419.27,2017-01-01T00:00:00Z
132,fan_in,True,2388,95772,1284,TRANSFER,774.73,2017-01-01T00:00:00Z
30,fan_in,True,2417,650,3638,TRANSFER,600.46,2017-01-01T00:00:00Z
205,fan_in,True,2437,97376,3048,TRANSFER,247.78,2017-01-01T00:00:00Z
41,fan_in,True,2446,13712,3627,TRANSFER,950.34,2017-01-01T00:00:00Z
57,fan_in,True,2447,751,52172,TRANSFER,647.29,2017-01-01T00:00:00Z
109,fan_in,True,2455,23622,3900,TRANSFER,186.43,2017-01-01T00:00:00Z
104,fan_in,True,2457,97276,1198,TRANSFER,483.43,2017-01-01T00:00:00Z
168,fan_in,True,2462,82085,260,TRANSFER,224.8,2017-01-01T00:00:00Z
220,fan_in,True,2493,44200,486,TRANSFER,409.6,2017-01-01T00:00:00Z
158,fan_in,True,2497,96809,52985,TRANSFER,223.06,2017-01-01T00:00:00Z
228,fan_in,True,2516,62702,52624,TRANSFER,755.41,2017-01-01T00:00:00Z
174,fan_in,True,2522,566,3273,TRANSFER,885.05,2017-01-01T00:00:00Z
179,fan_in,True,2526,48035,2356,TRANSFER,404.3,2017-01-01T00:00:00Z
43,fan_in,True,2533,20005,3242,TRANSFER,906.4,2017-01-01T00:00:00Z
133,fan_in,True,2552,23386,53169,TRANSFER,316.84,2017-01-01T00:00:00Z
531,fan_out,True,2572,51208,5662,TRANSFER,603.47,2017-01-01T00:00:00Z
182,fan_in,True,2573,56244,52990,TRANSFER,917.36,2017-01-01T00:00:00Z
7,fan_in,True,2580,71769,3361,TRANSFER,665.0,2017-01-01T00:00:00Z
186,fan_in,True,2593,77611,3925,TRANSFER,360.57,2017-01-01T00:00:00Z
550,fan_out,True,2623,52068,87734,TRANSFER,967.7,2017-01-01T00:00:00Z
219,fan_in,True,2682,65384,3601,TRANSFER,986.08,2017-01-01T00:00:00Z
218,fan_in,True,2712,73622,53547,TRANSFER,507.97,2017-01-01T00:00:00Z
63,fan_in,True,2748,44475,2755,TRANSFER,550.94,2017-01-01T00:00:00Z
50,fan_in,True,2759,81509,2231,TRANSFER,950.15,2017-01-01T00:00:00Z
172,fan_in,True,2765,81798,52138,TRANSFER,882.58,2017-01-01T00:00:00Z
53,fan_in,True,2790,1537,52539,TRANSFER,744.52,2017-01-01T00:00:00Z
73,fan_in,True,2794,74731,1367,TRANSFER,142.14,2017-01-01T00:00:00Z
295,fan_in,True,2823,57257,51426,TRANSFER,532.73,2017-01-01T00:00:00Z
79,fan_in,True,2837,22176,53814,TRANSFER,582.19,2017-01-01T00:00:00Z
288,fan_in,True,2855,26004,53804,TRANSFER,451.99,2017-01-01T00:00:00Z
3,fan_in,True,2859,60708,2904,TRANSFER,781.65,2017-01-01T00:00:00Z
15,fan_in,True,2877,92577,470,TRANSFER,579.84,2017-01-01T00:00:00Z
160,fan_in,True,2884,45705,53951,TRANSFER,653.19,2017-01-01T00:00:00Z
51,fan_in,True,2893,46044,50076,TRANSFER,702.39,2017-01-01T00:00:00Z
102,fan_in,True,2894,30913,1808,TRANSFER,579.56,2017-01-01T00:00:00Z
159,fan_in,True,2910,20807,1144,TRANSFER,712.32,2017-01-01T00:00:00Z
414,fan_out,True,2930,55173,30104,TRANSFER,267.3,2017-01-01T00:00:00Z
130,fan_in,True,2938,83518,51506,TRANSFER,643.57,2017-01-01T00:00:00Z
128,fan_in,True,2943,88934,891,TRANSFER,962.55,2017-01-01T00:00:00Z
38,fan_in,True,2957,97883,1415,TRANSFER,333.48,2017-01-01T00:00:00Z
75,fan_in,True,2986,33491,895,TRANSFER,796.69,2017-01-01T00:00:00Z
52,fan_in,True,2987,25247,1978,TRANSFER,893.27,2017-01-01T00:00:00Z
274,fan_in,True,2989,80173,51535,TRANSFER,135.91,2017-01-01T00:00:00Z
195,fan_in,True,2990,2951,3668,TRANSFER,348.33,2017-01-01T00:00:00Z
69,fan_in,True,2998,70165,3143,TRANSFER,744.5,2017-01-01T00:00:00Z
438,fan_out,True,3002,1152,80671,TRANSFER,125.18,2017-01-01T00:00:00Z
142,fan_in,True,3016,33942,50045,TRANSFER,169.99,2017-01-01T00:00:00Z
263,fan_in,True,3029,72260,1169,TRANSFER,343.32,2017-01-01T00:00:00Z
376,fan_out,True,3033,1597,86459,TRANSFER,335.82,2017-01-01T00:00:00Z
254,fan_in,True,3047,22353,2252,TRANSFER,585.14,2017-01-01T00:00:00Z
246,fan_in,True,3061,80705,51221,TRANSFER,551.73,2017-01-01T00:00:00Z
231,fan_in,True,3064,56125,50722,TRANSFER,643.44,2017-01-01T00:00:00Z
266,fan_in,True,3066,55970,51022,TRANSFER,362.79,2017-01-01T00:00:00Z
229,fan_in,True,3074,2404,5228,TRANSFER,454.93,2017-01-01T00:00:00Z
260,fan_in,True,3097,9082,53064,TRANSFER,101.66,2017-01-01T00:00:00Z
91,fan_in,True,3100,84170,2322,TRANSFER,149.18,2017-01-01T00:00:00Z
178,fan_in,True,3132,10645,50566,TRANSFER,150.83,2017-01-01T00:00:00Z
230,fan_in,True,3140,84422,2131,TRANSFER,749.27,2017-01-01T00:00:00Z
121,fan_in,True,3168,48102,3203,TRANSFER,829.17,2017-01-01T00:00:00Z
98,fan_in,True,3172,22415,105,TRANSFER,748.54,2017-01-01T00:00:00Z
74,fan_in,True,3183,42552,51831,TRANSFER,106.55,2017-01-01T00:00:00Z
27,fan_in,True,3198,68512,53726,TRANSFER,414.88,2017-01-01T00:00:00Z
265,fan_in,True,3200,88470,508,TRANSFER,974.04,2017-01-01T00:00:00Z
180,fan_in,True,3217,61802,50232,TRANSFER,457.82,2017-01-01T00:00:00Z
196,fan_in,True,3231,73494,544,TRANSFER,521.35,2017-01-01T00:00:00Z
974,cycle,True,3232,2765,43192,TRANSFER,438.5,2017-01-01T00:00:00Z
187,fan_in,True,3242,93216,396,TRANSFER,663.92,2017-01-01T00:00:00Z
165,fan_in,True,3250,24139,950,TRANSFER,240.14,2017-01-01T00:00:00Z
209,fan_in,True,3274,54621,50047,TRANSFER,629.79,2017-01-01T00:00:00Z
77,fan_in,True,3303,15920,53997,TRANSFER,708.46,2017-01-01T00:00:00Z
46,fan_in,True,3348,60055,1443,TRANSFER,603.82,2017-01-01T00:00:00Z
35,fan_in,True,3357,46010,52224,TRANSFER,623.45,2017-01-01T00:00:00Z
244,fan_in,True,3360,37209,51638,TRANSFER,624.24,2017-01-01T00:00:00Z
276,fan_in,True,3361,58246,3004,TRANSFER,810.9,2017-01-01T00:00:00Z
210,fan_in,True,3365,95474,51993,TRANSFER,443.71,2017-01-01T00:00:00Z
83,fan_in,True,3368,67516,50663,TRANSFER,422.27,2017-01-02T00:00:00Z
245,fan_in,True,3391,45408,3832,TRANSFER,658.17,2017-01-02T00:00:00Z
164,fan_in,True,3429,584,52578,TRANSFER,566.71,2017-01-02T00:00:00Z
167,fan_in,True,3468,81114,51214,TRANSFER,842.98,2017-01-02T00:00:00Z
125,fan_in,True,3516,10463,2176,TRANSFER,525.77,2017-01-02T00:00:00Z
974,cycle,True,3579,3984,6954,TRANSFER,958.24,2017-01-02T00:00:00Z
149,fan_in,True,3823,66094,50401,TRANSFER,976.11,2017-01-02T00:00:00Z
183,fan_in,True,3869,29527,53582,TRANSFER,116.35,2017-01-02T00:00:00Z
152,fan_in,True,3880,8550,3924,TRANSFER,551.76,2017-01-02T00:00:00Z
215,fan_in,True,3959,33388,53811,TRANSFER,767.49,2017-01-02T00:00:00Z
277,fan_in,True,4109,58900,1026,TRANSFER,479.47,2017-01-02T00:00:00Z
534,fan_out,True,4133,719,53655,TRANSFER,173.38,2017-01-02T00:00:00Z
92,fan_in,True,4134,97456,50147,TRANSFER,596.21,2017-01-02T00:00:00Z
191,fan_in,True,4161,60695,51434,TRANSFER,287.84,2017-01-02T00:00:00Z
56,fan_in,True,4167,7588,805,TRANSFER,734.96,2017-01-02T00:00:00Z
257,fan_in,True,4320,73399,53623,TRANSFER,871.77,2017-01-02T00:00:00Z
76,fan_in,True,4346,90966,2434,TRANSFER,330.09,2017-01-02T00:00:00Z
151,fan_in,True,4420,45895,1071,TRANSFER,864.02,2017-01-02T00:00:00Z
248,fan_in,True,4427,8702,1664,TRANSFER,629.19,2017-01-02T00:00:00Z
250,fan_in,True,4504,25972,52337,TRANSFER,396.88,2017-01-02T00:00:00Z
392,fan_out,True,4517,53870,60624,TRANSFER,787.61,2017-01-02T00:00:00Z
232,fan_in,True,4566,78165,50281,TRANSFER,126.16,2017-01-02T00:00:00Z
198,fan_in,True,4593,25156,206,TRANSFER,903.51,2017-01-02T00:00:00Z
207,fan_in,True,4594,50814,2233,TRANSFER,381.69,2017-01-02T00:00:00Z
134,fan_in,True,4604,37271,53706,TRANSFER,512.62,2017-01-02T00:00:00Z
67,fan_in,True,4737,96100,50816,TRANSFER,596.93,2017-01-02T00:00:00Z
39,fan_in,True,4849,24124,628,TRANSFER,250.22,2017-01-02T00:00:00Z
324,fan_out,True,4910,5173,32219,TRANSFER,588.97,2017-01-02T00:00:00Z
236,fan_in,True,4989,75363,53467,TRANSFER,683.96,2017-01-02T00:00:00Z
87,fan_in,True,5016,71188,1136,TRANSFER,824.71,2017-01-02T00:00:00Z
284,fan_in,True,5031,90913,1041,TRANSFER,489.9,2017-01-02T00:00:00Z
249,fan_in,True,5064,91061,51886,TRANSFER,657.41,2017-01-02T00:00:00Z
452,fan_out,True,5076,50675,60753,TRANSFER,943.89,2017-01-02T00:00:00Z
202,fan_in,True,5163,85359,390,TRANSFER,153.87,2017-01-02T00:00:00Z
200,fan_in,True,5165,97894,3079,TRANSFER,976.4,2017-01-02T00:00:00Z
299,fan_in,True,5301,42461,2439,TRANSFER,363.08,2017-01-02T00:00:00Z
21,fan_in,True,5338,30922,50164,TRANSFER,694.9,2017-01-02T00:00:00Z
18,fan_in,True,5417,73004,4349,TRANSFER,132.67,2017-01-02T00:00:00Z
268,fan_in,True,5441,70525,2653,TRANSFER,748.74,2017-01-02T00:00:00Z
97,fan_in,True,5474,12770,3028,TRANSFER,563.72,2017-01-02T00:00:00Z
148,fan_in,True,5501,4430,53056,TRANSFER,607.72,2017-01-02T00:00:00Z
285,fan_in,True,5509,14384,3182,TRANSFER,835.64,2017-01-02T00:00:00Z
107,fan_in,True,5549,23693,53645,TRANSFER,689.43,2017-01-02T00:00:00Z
296,fan_in,True,5568,1836,53310,TRANSFER,872.49,2017-01-02T00:00:00Z
101,fan_in,True,5608,85761,1670,TRANSFER,557.98,2017-01-02T00:00:00Z
147,fan_in,True,5625,35953,2532,TRANSFER,508.23,2017-01-02T00:00:00Z
143,fan_in,True,5649,49051,50761,TRANSFER,378.72,2017-01-02T00:00:00Z
252,fan_in,True,5735,95299,55248,TRANSFER,683.61,2017-01-02T00:00:00Z
169,fan_in,True,5746,31200,3214,TRANSFER,630.65,2017-01-02T00:00:00Z
129,fan_in,True,5781,78703,54285,TRANSFER,236.43,2017-01-02T00:00:00Z
150,fan_in,True,5804,77686,2819,TRANSFER,604.21,2017-01-02T00:00:00Z
71,fan_in,True,5856,7994,3395,TRANSFER,982.49,2017-01-02T00:00:00Z
4,fan_in,True,5907,6101,3686,TRANSFER,488.34,2017-01-02T00:00:00Z
37,fan_in,True,5947,65783,51718,TRANSFER,401.76,2017-01-02T00:00:00Z
61,fan_in,True,5949,55604,3445,TRANSFER,648.03,2017-01-02T00:00:00Z
264,fan_in,True,5984,90996,2927,TRANSFER,534.47,2017-01-02T00:00:00Z
240,fan_in,True,6030,46998,51814,TRANSFER,286.43,2017-01-02T00:00:00Z
239,fan_in,True,6051,92921,1324,TRANSFER,158.03,2017-01-02T00:00:00Z
216,fan_in,True,6095,40822,1353,TRANSFER,509.43,2017-01-02T00:00:00Z
225,fan_in,True,6098,14683,3039,TRANSFER,377.52,2017-01-02T00:00:00Z
110,fan_in,True,6153,25098,2416,TRANSFER,584.58,2017-01-02T00:00:00Z
127,fan_in,True,6218,93684,52001,TRANSFER,486.77,2017-01-02T00:00:00Z
560,fan_out,True,6229,1744,16882,TRANSFER,883.81,2017-01-02T00:00:00Z
86,fan_in,True,6278,17902,52136,TRANSFER,970.44,2017-01-02T00:00:00Z
290,fan_in,True,6398,42532,2569,TRANSFER,373.38,2017-01-02T00:00:00Z
259,fan_in,True,6426,9754,52161,TRANSFER,325.15,2017-01-02T00:00:00Z
347,fan_out,True,6517,51693,27693,TRANSFER,320.94,2017-01-02T00:00:00Z
26,fan_in,True,6563,75015,2670,TRANSFER,975.39,2017-01-02T00:00:00Z
587,fan_out,True,6586,50704,38204,TRANSFER,470.1,2017-01-02T00:00:00Z
137,fan_in,True,6604,96760,3847,TRANSFER,553.36,2017-01-03T00:00:00Z
192,fan_in,True,6623,7477,313,TRANSFER,706.69,2017-01-03T00:00:00Z
204,fan_in,True,6682,86923,50226,TRANSFER,527.32,2017-01-03T00:00:00Z
382,fan_out,True,6697,52663,70653,TRANSFER,722.33,2017-01-03T00:00:00Z
578,fan_out,True,6942,2280,10923,TRANSFER,609.68,2017-01-03T00:00:00Z
275,fan_in,True,7074,23897,1190,TRANSFER,945.8,2017-01-03T00:00:00Z
250,fan_in,True,7181,17186,52337,TRANSFER,301.77,2017-01-03T00:00:00Z
462,fan_out,True,7259,50713,63651,TRANSFER,464.76,2017-01-03T00:00:00Z
580,fan_out,True,7302,54290,61575,TRANSFER,543.61,2017-01-03T00:00:00Z
974,cycle,True,7396,98471,3984,TRANSFER,670.02,2017-01-03T00:00:00Z
974,cycle,True,7397,6954,2765,TRANSFER,215.5,2017-01-03T00:00:00Z
563,fan_out,True,7492,54332,2703,TRANSFER,975.66,2017-01-03T00:00:00Z
227,fan_in,True,7560,83620,50170,TRANSFER,941.44,2017-01-03T00:00:00Z
8,fan_in,True,7592,2413,2838,TRANSFER,385.21,2017-01-03T00:00:00Z
197,fan_in,True,7647,44655,53785,TRANSFER,648.71,2017-01-03T00:00:00Z
368,fan_out,True,7896,2119,96036,TRANSFER,159.45,2017-01-03T00:00:00Z
171,fan_in,True,7919,99524,50101,TRANSFER,346.5,2017-01-03T00:00:00Z
46,fan_in,True,7949,66219,1443,TRANSFER,102.33,2017-01-03T00:00:00Z
248,fan_in,True,8112,89100,1664,TRANSFER,511.54,2017-01-03T00:00:00Z
592,fan_out,True,8332,50130,42964,TRANSFER,200.75,2017-01-03T00:00:00Z
