ALERT_ID,ACCOUNT_ID,CUSTOMER_ID,EVENT_DATE,ALERT_TYPE,ACCOUNT_TYPE,IS_SAR
9,96613,C_96613,20170610,fan_in,INDIVIDUAL,YES
9,74834,C_74834,20170720,fan_in,INDIVIDUAL,YES
10,31594,C_31594,20170101,fan_in,INDIVIDUAL,YES
10,51529,C_51529,20170101,fan_in,INDIVIDUAL,YES
10,96916,C_96916,20170116,fan_in,INDIVIDUAL,YES
10,79004,C_79004,20170131,fan_in,INDIVIDUAL,YES
10,5811,C_5811,20170215,fan_in,INDIVIDUAL,YES
10,79284,C_79284,20170302,fan_in,INDIVIDUAL,YES
11,33880,C_33880,20170104,fan_in,INDIVIDUAL,YES
11,52159,C_52159,20170104,fan_in,INDIVIDUAL,YES
11,31355,C_31355,20170416,fan_in,INDIVIDUAL,YES
11,23218,C_23218,20170727,fan_in,INDIVIDUAL,YES
11,2634,C_2634,20171106,fan_in,INDIVIDUAL,YES
12,71341,C_71341,20170101,fan_in,INDIVIDUAL,YES
12,3001,C_3001,20170101,fan_in,INDIVIDUAL,YES
12,22950,C_22950,20170106,fan_in,INDIVIDUAL,YES
12,26729,C_26729,20170111,fan_in,INDIVIDUAL,YES
12,3927,C_3927,20170116,fan_in,INDIVIDUAL,YES
12,19883,C_19883,20170121,fan_in,INDIVIDUAL,YES
12,93865,C_93865,20170126,fan_in,INDIVIDUAL,YES
12,30944,C_30944,20170131,fan_in,INDIVIDUAL,YES
12,75526,C_75526,20170205,fan_in,INDIVIDUAL,YES
13,83483,C_83483,20170101,fan_in,INDIVIDUAL,YES
13,52540,C_52540,20170101,fan_in,INDIVIDUAL,YES
13,85604,C_85604,20170223,fan_in,INDIVIDUAL,YES
13,58002,C_58002,20170417,fan_in,INDIVIDUAL,YES
13,72057,C_72057,20170609,fan_in,INDIVIDUAL,YES
13,96203,C_96203,20170801,fan_in,INDIVIDUAL,YES
13,85526,C_85526,20170923,fan_in,INDIVIDUAL,YES
13,36393,C_36393,20171115,fan_in,INDIVIDUAL,YES
14,53566,C_53566,20170101,fan_in,INDIVIDUAL,YES
14,54337,C_54337,20170101,fan_in,INDIVIDUAL,YES
14,7355,C_7355,20170304,fan_in,INDIVIDUAL,YES
14,80769,C_80769,20170505,fan_in,INDIVIDUAL,YES
14,56153,C_56153,20170706,fan_in,INDIVIDUAL,YES
14,40602,C_40602,20170906,fan_in,INDIVIDUAL,YES
14,16126,C_16126,20171107,fan_in,INDIVIDUAL,YES
15,92577,C_92577,20170101,fan_in,INDIVIDUAL,YES
15,470,C_470,20170101,fan_in,INDIVIDUAL,YES
15,80925,C_80925,20170110,fan_in,INDIVIDUAL,YES
15,36938,C_36938,20170119,fan_in,INDIVIDUAL,YES
15,18409,C_18409,20170128,fan_in,INDIVIDUAL,YES
15,65071,C_65071,20170206,fan_in,INDIVIDUAL,YES
16,17528,C_17528,20170101,fan_in,INDIVIDUAL,YES
16,3204,C_3204,20170101,fan_in,INDIVIDUAL,YES
16,4953,C_4953,20170208,fan_in,INDIVIDUAL,YES
16,17193,C_17193,20170318,fan_in,INDIVIDUAL,YES
16,8931,C_8931,20170425,fan_in,INDIVIDUAL,YES
16,34461,C_34461,20170602,fan_in,INDIVIDUAL,YES
17,7406,C_7406,20170101,fan_in,INDIVIDUAL,YES
17,50160,C_50160,20170101,fan_in,INDIVIDUAL,YES
17,99487,C_99487,20170324,fan_in,INDIVIDUAL,YES
17,31499,C_31499,20170614,fan_in,INDIVIDUAL,YES
17,49721,C_49721,20170904,fan_in,INDIVIDUAL,YES
17,79360,C_79360,20171125,fan_in,INDIVIDUAL,YES
17,86356,C_86356,20180215,fan_in,INDIVIDUAL,YES
17,88057,C_88057,20180729,fan_in,INDIVIDUAL,YES
18,73004,C_73004,20170102,fan_in,INDIVIDUAL,YES
18,4349,C_4349,20170102,fan_in,INDIVIDUAL,YES
18,20540,C_20540,20170211,fan_in,INDIVIDUAL,YES
18,76799,C_76799,20170323,fan_in,INDIVIDUAL,YES
18,29701,C_29701,20170502,fan_in,INDIVIDUAL,YES
18,40338,C_40338,20170611,fan_in,INDIVIDUAL,YES
19,65196,C_65196,20170101,fan_in,INDIVIDUAL,YES
19,2645,C_2645,20170101,fan_in,INDIVIDUAL,YES
19,24568,C_24568,20170403,fan_in,INDIVIDUAL,YES
19,93410,C_93410,20170704,fan_in,INDIVIDUAL,YES
19,52448,C_52448,20171004,fan_in,INDIVIDUAL,YES
19,77904,C_77904,20180104,fan_in,INDIVIDUAL,YES
19,94133,C_94133,20180406,fan_in,INDIVIDUAL,YES
20,1423,C_1423,20170101,fan_in,INDIVIDUAL,YES
20,1601,C_1601,20170101,fan_in,INDIVIDUAL,YES
20,18011,C_18011,20170124,fan_in,INDIVIDUAL,YES
20,47821,C_47821,20170216,fan_in,INDIVIDUAL,YES
20,94347,C_94347,20170311,fan_in,INDIVIDUAL,YES
20,46522,C_46522,20170403,fan_in,INDIVIDUAL,YES
20,30160,C_30160,20170426,fan_in,INDIVIDUAL,YES
20,55841,C_55841,20170519,fan_in,INDIVIDUAL,YES
20,36563,C_36563,20170611,fan_in,INDIVIDUAL,YES
21,30922,C_30922,20170102,fan_in,INDIVIDUAL,YES
21,50164,C_50164,20170102,fan_in,INDIVIDUAL,YES
21,58076,C_58076,20170512,fan_in,INDIVIDUAL,YES
21,15151,C_15151,20170919,fan_in,INDIVIDUAL,YES
21,73228,C_73228,20180127,fan_in,INDIVIDUAL,YES
22,8675,C_8675,20170101,fan_in,INDIVIDUAL,YES
22,3189,C_3189,20170101,fan_in,INDIVIDUAL,YES
22,81430,C_81430,20170127,fan_in,INDIVIDUAL,YES
22,77255,C_77255,20170222,fan_in,INDIVIDUAL,YES
22,77361,C_77361,20170320,fan_in,INDIVIDUAL,YES
22,43912,C_43912,20170415,fan_in,INDIVIDUAL,YES
22,59660,C_59660,20170511,fan_in,INDIVIDUAL,YES
22,68325,C_68325,20170606,fan_in,INDIVIDUAL,YES
22,1881,C_1881,20170702,fan_in,INDIVIDUAL,YES
23,49786,C_49786,20170101,fan_in,INDIVIDUAL,YES
23,51337,C_51337,20170101,fan_in,INDIVIDUAL,YES
23,92376,C_92376,20170201,fan_in,INDIVIDUAL,YES
23,22785,C_22785,20170304,fan_in,INDIVIDUAL,YES
23,42417,C_42417,20170404,fan_in,INDIVIDUAL,YES
23,90576,C_90576,20170505,fan_in,INDIVIDUAL,YES
23,99125,C_99125,20170605,fan_in,INDIVIDUAL,YES
23,18699,C_18699,20170706,fan_in,INDIVIDUAL,YES
24,25090,C_25090,20170101,fan_in,INDIVIDUAL,YES
24,1024,C_1024,20170101,fan_in,INDIVIDUAL,YES
24,9729,C_9729,20170404,fan_in,INDIVIDUAL,YES
24,35560,C_35560,20170706,fan_in,INDIVIDUAL,YES
24,47467,C_47467,20171007,fan_in,INDIVIDUAL,YES
24,23129,C_23129,20180108,fan_in,INDIVIDUAL,YES
25,21872,C_21872,20170103,fan_in,INDIVIDUAL,YES
25,3253,C_3253,20170103,fan_in,INDIVIDUAL,YES
25,985,C_985,20170324,fan_in,INDIVIDUAL,YES
25,33107,C_33107,20170612,fan_in,INDIVIDUAL,YES
25,66345,C_66345,20170831,fan_in,INDIVIDUAL,YES
25,26846,C_26846,20171119,fan_in,INDIVIDUAL,YES
26,75015,C_75015,20170102,fan_in,INDIVIDUAL,YES
26,2670,C_2670,20170102,fan_in,INDIVIDUAL,YES
26,77251,C_77251,20170207,fan_in,INDIVIDUAL,YES
26,82933,C_82933,20170315,fan_in,INDIVIDUAL,YES
26,93890,C_93890,20170420,fan_in,INDIVIDUAL,YES
26,31974,C_31974,20170526,fan_in,INDIVIDUAL,YES
26,91040,C_91040,20170701,fan_in,INDIVIDUAL,YES
27,68512,C_68512,20170101,fan_in,INDIVIDUAL,YES
27,53726,C_53726,20170101,fan_in,INDIVIDUAL,YES
27,1378,C_1378,20170327,fan_in,INDIVIDUAL,YES
27,16608,C_16608,20170620,fan_in,INDIVIDUAL,YES
27,60647,C_60647,20170913,fan_in,INDIVIDUAL,YES
27,25994,C_25994,20171207,fan_in,INDIVIDUAL,YES
27,45059,C_45059,20180302,fan_in,INDIVIDUAL,YES
27,34028,C_34028,20180526,fan_in,INDIVIDUAL,YES
27,94466,C_94466,20180819,fan_in,INDIVIDUAL,YES
28,22481,C_22481,20170104,fan_in,INDIVIDUAL,YES
28,116,C_116,20170104,fan_in,INDIVIDUAL,YES
28,66663,C_66663,20170423,fan_in,INDIVIDUAL,YES
28,82646,C_82646,20170810,fan_in,INDIVIDUAL,YES
28,19673,C_19673,20171127,fan_in,INDIVIDUAL,YES
28,89684,C_89684,20180316,fan_in,INDIVIDUAL,YES
29,81258,C_81258,20170101,fan_in,INDIVIDUAL,YES
29,814,C_814,20170101,fan_in,INDIVIDUAL,YES
29,89242,C_89242,20170109,fan_in,INDIVIDUAL,YES
29,99796,C_99796,20170117,fan_in,INDIVIDUAL,YES
29,6539,C_6539,20170125,fan_in,INDIVIDUAL,YES
29,18059,C_18059,20170202,fan_in,INDIVIDUAL,YES
29,36126,C_36126,20170210,fan_in,INDIVIDUAL,YES
29,40259,C_40259,20170218,fan_in,INDIVIDUAL,YES
29,70649,C_70649,20170226,fan_in,INDIVIDUAL,YES
30,650,C_650,20170101,fan_in,INDIVIDUAL,YES
30,3638,C_3638,20170101,fan_in,INDIVIDUAL,YES
30,70633,C_70633,20170118,fan_in,INDIVIDUAL,YES
30,51580,C_51580,20170204,fan_in,INDIVIDUAL,YES
30,96498,C_96498,20170221,fan_in,INDIVIDUAL,YES
30,128,C_128,20170310,fan_in,INDIVIDUAL,YES
30,97294,C_97294,20170327,fan_in,INDIVIDUAL,YES
30,64562,C_64562,20170413,fan_in,INDIVIDUAL,YES
30,98157,C_98157,20170430,fan_in,INDIVIDUAL,YES
31,7032,C_7032,20170101,fan_in,INDIVIDUAL,YES
31,53766,C_53766,20170101,fan_in,INDIVIDUAL,YES
31,7399,C_7399,20170302,fan_in,INDIVIDUAL,YES
31,1211,C_1211,20170501,fan_in,INDIVIDUAL,YES
31,77466,C_77466,20170630,fan_in,INDIVIDUAL,YES
31,83592,C_83592,20170829,fan_in,INDIVIDUAL,YES
31,62341,C_62341,20171028,fan_in,INDIVIDUAL,YES
31,25765,C_25765,20171227,fan_in,INDIVIDUAL,YES
31,18766,C_18766,20180225,fan_in,INDIVIDUAL,YES
32,6202,C_6202,20170101,fan_in,INDIVIDUAL,YES
32,53983,C_53983,20170101,fan_in,INDIVIDUAL,YES
32,73181,C_73181,20170216,fan_in,INDIVIDUAL,YES
32,94705,C_94705,20170403,fan_in,INDIVIDUAL,YES
32,48057,C_48057,20170519,fan_in,INDIVIDUAL,YES
32,23889,C_23889,20170704,fan_in,INDIVIDUAL,YES
32,12439,C_12439,20170819,fan_in,INDIVIDUAL,YES
33,67663,C_67663,20170101,fan_in,INDIVIDUAL,YES
33,53216,C_53216,20170101,fan_in,INDIVIDUAL,YES
33,62752,C_62752,20170117,fan_in,INDIVIDUAL,YES
33,50526,C_50526,20170202,fan_in,INDIVIDUAL,YES
33,56063,C_56063,20170218,fan_in,INDIVIDUAL,YES
33,52129,C_52129,20170306,fan_in,INDIVIDUAL,YES
33,92679,C_92679,20170322,fan_in,INDIVIDUAL,YES
33,29911,C_29911,20170407,fan_in,INDIVIDUAL,YES
33,20635,C_20635,20170423,fan_in,INDIVIDUAL,YES
33,66995,C_66995,20170509,fan_in,INDIVIDUAL,YES
34,31850,C_31850,20170101,fan_in,INDIVIDUAL,YES
34,53425,C_53425,20170101,fan_in,INDIVIDUAL,YES
34,79950,C_79950,20170311,fan_in,INDIVIDUAL,YES
34,20643,C_20643,20170519,fan_in,INDIVIDUAL,YES
34,43607,C_43607,20170727,fan_in,INDIVIDUAL,YES
34,15594,C_15594,20171004,fan_in,INDIVIDUAL,YES
34,6428,C_6428,20171212,fan_in,INDIVIDUAL,YES
34,9616,C_9616,20180219,fan_in,INDIVIDUAL,YES
34,4494,C_4494,20180429,fan_in,INDIVIDUAL,YES
34,48745,C_48745,20180707,fan_in,INDIVIDUAL,YES
35,46010,C_46010,20170101,fan_in,INDIVIDUAL,YES
35,52224,C_52224,20170101,fan_in,INDIVIDUAL,YES
35,44524,C_44524,20170314,fan_in,INDIVIDUAL,YES
35,8090,C_8090,20170525,fan_in,INDIVIDUAL,YES
35,45653,C_45653,20170805,fan_in,INDIVIDUAL,YES
35,24190,C_24190,20171016,fan_in,INDIVIDUAL,YES
35,33481,C_33481,20171227,fan_in,INDIVIDUAL,YES
35,58559,C_58559,20180309,fan_in,INDIVIDUAL,YES
35,72304,C_72304,20180520,fan_in,INDIVIDUAL,YES
36,21290,C_21290,20170101,fan_in,INDIVIDUAL,YES
36,1019,C_1019,20170101,fan_in,INDIVIDUAL,YES
36,7087,C_7087,20170310,fan_in,INDIVIDUAL,YES
36,44945,C_44945,20170517,fan_in,INDIVIDUAL,YES
36,96538,C_96538,20170724,fan_in,INDIVIDUAL,YES
36,20867,C_20867,20170930,fan_in,INDIVIDUAL,YES
36,91783,C_91783,20171207,fan_in,INDIVIDUAL,YES
36,68828,C_68828,20180213,fan_in,INDIVIDUAL,YES
36,22789,C_22789,20180422,fan_in,INDIVIDUAL,YES
37,65783,C_65783,20170102,fan_in,INDIVIDUAL,YES
37,51718,C_51718,20170102,fan_in,INDIVIDUAL,YES
37,19372,C_19372,20170313,fan_in,INDIVIDUAL,YES
37,37862,C_37862,20170522,fan_in,INDIVIDUAL,YES
37,44272,C_44272,20170731,fan_in,INDIVIDUAL,YES
37,14735,C_14735,20171009,fan_in,INDIVIDUAL,YES
38,97883,C_97883,20170101,fan_in,INDIVIDUAL,YES
38,1415,C_1415,20170101,fan_in,INDIVIDUAL,YES
38,84484,C_84484,20170212,fan_in,INDIVIDUAL,YES
38,27990,C_27990,20170326,fan_in,INDIVIDUAL,YES
38,80456,C_80456,20170507,fan_in,INDIVIDUAL,YES
38,21739,C_21739,20170618,fan_in,INDIVIDUAL,YES
38,52503,C_52503,20170730,fan_in,INDIVIDUAL,YES
38,5518,C_5518,20170910,fan_in,INDIVIDUAL,YES
38,22642,C_22642,20171022,fan_in,INDIVIDUAL,YES
38,98216,C_98216,20171203,fan_in,INDIVIDUAL,YES
39,24124,C_24124,20170102,fan_in,INDIVIDUAL,YES
39,628,C_628,20170102,fan_in,INDIVIDUAL,YES
39,27076,C_27076,20170406,fan_in,INDIVIDUAL,YES
39,36219,C_36219,20170709,fan_in,INDIVIDUAL,YES
39,76235,C_76235,20171011,fan_in,INDIVIDUAL,YES
39,85002,C_85002,20180113,fan_in,INDIVIDUAL,YES
40,46790,C_46790,20170104,fan_in,INDIVIDUAL,YES
40,1973,C_1973,20170104,fan_in,INDIVIDUAL,YES
40,44580,C_44580,20170418,fan_in,INDIVIDUAL,YES
40,36539,C_36539,20170731,fan_in,INDIVIDUAL,YES
40,86697,C_86697,20171112,fan_in,INDIVIDUAL,YES
40,46791,C_46791,20180224,fan_in,INDIVIDUAL,YES
41,13712,C_13712,20170101,fan_in,INDIVIDUAL,YES
41,3627,C_3627,20170101,fan_in,INDIVIDUAL,YES
41,88889,C_88889,20170106,fan_in,INDIVIDUAL,YES
41,58003,C_58003,20170111,fan_in,INDIVIDUAL,YES
41,41439,C_41439,20170116,fan_in,INDIVIDUAL,YES
41,92344,C_92344,20170121,fan_in,INDIVIDUAL,YES
41,88112,C_88112,20170126,fan_in,INDIVIDUAL,YES
41,19672,C_19672,20170131,fan_in,INDIVIDUAL,YES
41,22444,C_22444,20170205,fan_in,INDIVIDUAL,YES
42,73803,C_73803,20170103,fan_in,INDIVIDUAL,YES
42,50681,C_50681,20170103,fan_in,INDIVIDUAL,YES
42,98395,C_98395,20170501,fan_in,INDIVIDUAL,YES
42,88366,C_88366,20170827,fan_in,INDIVIDUAL,YES
42,60916,C_60916,20171223,fan_in,INDIVIDUAL,YES
42,66522,C_66522,20180420,fan_in,INDIVIDUAL,YES
43,20005,C_20005,20170101,fan_in,INDIVIDUAL,YES
43,3242,C_3242,20170101,fan_in,INDIVIDUAL,YES
43,99031,C_99031,20170302,fan_in,INDIVIDUAL,YES
43,86401,C_86401,20170501,fan_in,INDIVIDUAL,YES
43,9067,C_9067,20170630,fan_in,INDIVIDUAL,YES
43,73990,C_73990,20170829,fan_in,INDIVIDUAL,YES
43,59189,C_59189,20171028,fan_in,INDIVIDUAL,YES
43,94542,C_94542,20171227,fan_in,INDIVIDUAL,YES
43,8183,C_8183,20180225,fan_in,INDIVIDUAL,YES
44,17111,C_17111,20170103,fan_in,INDIVIDUAL,YES
44,51069,C_51069,20170103,fan_in,INDIVIDUAL,YES
44,8254,C_8254,20170502,fan_in,INDIVIDUAL,YES
44,78963,C_78963,20170829,fan_in,INDIVIDUAL,YES
44,25531,C_25531,20171226,fan_in,INDIVIDUAL,YES
45,38267,C_38267,20170101,fan_in,INDIVIDUAL,YES
45,2062,C_2062,20170101,fan_in,INDIVIDUAL,YES
45,82576,C_82576,20170202,fan_in,INDIVIDUAL,YES
45,6619,C_6619,20170306,fan_in,INDIVIDUAL,YES
45,18338,C_18338,20170407,fan_in,INDIVIDUAL,YES
45,55216,C_55216,20170509,fan_in,INDIVIDUAL,YES
45,4373,C_4373,20170610,fan_in,INDIVIDUAL,YES
45,21291,C_21291,20170712,fan_in,INDIVIDUAL,YES
45,62431,C_62431,20170813,fan_in,INDIVIDUAL,YES
46,60055,C_60055,20170101,fan_in,INDIVIDUAL,YES
46,1443,C_1443,20170101,fan_in,INDIVIDUAL,YES
46,66219,C_66219,20170103,fan_in,INDIVIDUAL,YES
46,78995,C_78995,20170105,fan_in,INDIVIDUAL,YES
46,83633,C_83633,20170107,fan_in,INDIVIDUAL,YES
46,54179,C_54179,20170109,fan_in,INDIVIDUAL,YES
46,49080,C_49080,20170111,fan_in,INDIVIDUAL,YES
46,74483,C_74483,20170113,fan_in,INDIVIDUAL,YES
46,30145,C_30145,20170115,fan_in,INDIVIDUAL,YES
46,49090,C_49090,20170117,fan_in,INDIVIDUAL,YES
47,85947,C_85947,20170101,fan_in,INDIVIDUAL,YES
47,1862,C_1862,20170101,fan_in,INDIVIDUAL,YES
47,81272,C_81272,20170219,fan_in,INDIVIDUAL,YES
47,66643,C_66643,20170409,fan_in,INDIVIDUAL,YES
47,37312,C_37312,20170528,fan_in,INDIVIDUAL,YES
47,31919,C_31919,20170716,fan_in,INDIVIDUAL,YES
47,77961,C_77961,20170903,fan_in,INDIVIDUAL,YES
47,87168,C_87168,20171022,fan_in,INDIVIDUAL,YES
47,33722,C_33722,20171210,fan_in,INDIVIDUAL,YES
47,8103,C_8103,20180128,fan_in,INDIVIDUAL,YES
48,38527,C_38527,20170101,fan_in,INDIVIDUAL,YES
48,3069,C_3069,20170101,fan_in,INDIVIDUAL,YES
48,70727,C_70727,20170304,fan_in,INDIVIDUAL,YES
48,57845,C_57845,20170505,fan_in,INDIVIDUAL,YES
48,13646,C_13646,20170706,fan_in,INDIVIDUAL,YES
48,22251,C_22251,20170906,fan_in,INDIVIDUAL,YES
48,31101,C_31101,20171107,fan_in,INDIVIDUAL,YES
48,67230,C_67230,20180108,fan_in,INDIVIDUAL,YES
48,36306,C_36306,20180311,fan_in,INDIVIDUAL,YES
49,36763,C_36763,20170101,fan_in,INDIVIDUAL,YES
49,52609,C_52609,20170101,fan_in,INDIVIDUAL,YES
49,75806,C_75806,20170216,fan_in,INDIVIDUAL,YES
49,3122,C_3122,20170403,fan_in,INDIVIDUAL,YES
49,74519,C_74519,20170519,fan_in,INDIVIDUAL,YES
49,15881,C_15881,20170704,fan_in,INDIVIDUAL,YES
49,20996,C_20996,20170819,fan_in,INDIVIDUAL,YES
49,58441,C_58441,20171004,fan_in,INDIVIDUAL,YES
49,75770,C_75770,20171119,fan_in,INDIVIDUAL,YES
49,79436,C_79436,20180104,fan_in,INDIVIDUAL,YES
50,81509,C_81509,20170101,fan_in,INDIVIDUAL,YES
50,2231,C_2231,20170101,fan_in,INDIVIDUAL,YES
50,99629,C_99629,20170307,fan_in,INDIVIDUAL,YES
50,26425,C_26425,20170511,fan_in,INDIVIDUAL,YES
50,35955,C_35955,20170715,fan_in,INDIVIDUAL,YES
50,38023,C_38023,20170918,fan_in,INDIVIDUAL,YES
50,79207,C_79207,20171122,fan_in,INDIVIDUAL,YES
50,12555,C_12555,20180126,fan_in,INDIVIDUAL,YES
50,62373,C_62373,20180401,fan_in,INDIVIDUAL,YES
50,3205,C_3205,20180605,fan_in,INDIVIDUAL,YES
51,46044,C_46044,20170101,fan_in,INDIVIDUAL,YES
51,50076,C_50076,20170101,fan_in,INDIVIDUAL,YES
51,39820,C_39820,20170108,fan_in,INDIVIDUAL,YES
51,9378,C_9378,20170115,fan_in,INDIVIDUAL,YES
51,86599,C_86599,20170122,fan_in,INDIVIDUAL,YES
51,41010,C_41010,20170129,fan_in,INDIVIDUAL,YES
51,90167,C_90167,20170205,fan_in,INDIVIDUAL,YES
51,92718,C_92718,20170212,fan_in,INDIVIDUAL,YES
51,50142,C_50142,20170219,fan_in,INDIVIDUAL,YES
51,80244,C_80244,20170226,fan_in,INDIVIDUAL,YES
52,25247,C_25247,20170101,fan_in,INDIVIDUAL,YES
52,1978,C_1978,20170101,fan_in,INDIVIDUAL,YES
52,39481,C_39481,20170116,fan_in,INDIVIDUAL,YES
52,21703,C_21703,20170131,fan_in,INDIVIDUAL,YES
52,2845,C_2845,20170215,fan_in,INDIVIDUAL,YES
52,44283,C_44283,20170302,fan_in,INDIVIDUAL,YES
52,94485,C_94485,20170317,fan_in,INDIVIDUAL,YES
52,54411,C_54411,20170401,fan_in,INDIVIDUAL,YES
52,29802,C_29802,20170416,fan_in,INDIVIDUAL,YES
52,48139,C_48139,20170501,fan_in,INDIVIDUAL,YES
53,1537,C_1537,20170101,fan_in,INDIVIDUAL,YES
53,52539,C_52539,20170101,fan_in,INDIVIDUAL,YES
53,10322,C_10322,20170123,fan_in,INDIVIDUAL,YES
53,62916,C_62916,20170214,fan_in,INDIVIDUAL,YES
53,43667,C_43667,20170308,fan_in,INDIVIDUAL,YES
53,53416,C_53416,20170330,fan_in,INDIVIDUAL,YES
53,36392,C_36392,20170421,fan_in,INDIVIDUAL,YES
54,35981,C_35981,20170101,fan_in,INDIVIDUAL,YES
54,656,C_656,20170101,fan_in,INDIVIDUAL,YES
54,89508,C_89508,20170127,fan_in,INDIVIDUAL,YES
54,94031,C_94031,20170222,fan_in,INDIVIDUAL,YES
