alert_id,alert_type,acct_id,acct_name,is_sar,model_id,start,end,schedule_id,bank_id
22,fan_in,43912,43912,True,2,0,1000000,2,bank
22,fan_in,59660,59660,True,2,0,1000000,2,bank
22,fan_in,68325,68325,True,2,0,1000000,2,bank
22,fan_in,1881,1881,True,2,0,1000000,2,bank
23,fan_in,51337,51337,True,2,0,1000000,2,bank
23,fan_in,49786,49786,True,2,0,1000000,2,bank
23,fan_in,92376,92376,True,2,0,1000000,2,bank
23,fan_in,22785,22785,True,2,0,1000000,2,bank
23,fan_in,42417,42417,True,2,0,1000000,2,bank
23,fan_in,90576,90576,True,2,0,1000000,2,bank
23,fan_in,99125,99125,True,2,0,1000000,2,bank
23,fan_in,18699,18699,True,2,0,1000000,2,bank
24,fan_in,1024,1024,True,2,0,1000000,2,bank
24,fan_in,25090,25090,True,2,0,1000000,2,bank
24,fan_in,9729,9729,True,2,0,1000000,2,bank
24,fan_in,35560,35560,True,2,0,1000000,2,bank
24,fan_in,47467,47467,True,2,0,1000000,2,bank
24,fan_in,23129,23129,True,2,0,1000000,2,bank
25,fan_in,3253,3253,True,2,0,1000000,2,bank
25,fan_in,21872,21872,True,2,0,1000000,2,bank
25,fan_in,985,985,True,2,0,1000000,2,bank
25,fan_in,33107,33107,True,2,0,1000000,2,bank
25,fan_in,66345,66345,True,2,0,1000000,2,bank
25,fan_in,26846,26846,True,2,0,1000000,2,bank
26,fan_in,2670,2670,True,2,0,1000000,2,bank
26,fan_in,75015,75015,True,2,0,1000000,2,bank
26,fan_in,77251,77251,True,2,0,1000000,2,bank
26,fan_in,82933,82933,True,2,0,1000000,2,bank
26,fan_in,93890,93890,True,2,0,1000000,2,bank
26,fan_in,31974,31974,True,2,0,1000000,2,bank
26,fan_in,91040,91040,True,2,0,1000000,2,bank
27,fan_in,53726,53726,True,2,0,1000000,2,bank
27,fan_in,68512,68512,True,2,0,1000000,2,bank
27,fan_in,1378,1378,True,2,0,1000000,2,bank
27,fan_in,16608,16608,True,2,0,1000000,2,bank
27,fan_in,60647,60647,True,2,0,1000000,2,bank
27,fan_in,25994,25994,True,2,0,1000000,2,bank
27,fan_in,45059,45059,True,2,0,1000000,2,bank
27,fan_in,34028,34028,True,2,0,1000000,2,bank
27,fan_in,94466,94466,True,2,0,1000000,2,bank
28,fan_in,116,116,True,2,0,1000000,2,bank
28,fan_in,22481,22481,True,2,0,1000000,2,bank
28,fan_in,66663,66663,True,2,0,1000000,2,bank
28,fan_in,82646,82646,True,2,0,1000000,2,bank
28,fan_in,19673,19673,True,2,0,1000000,2,bank
28,fan_in,89684,89684,True,2,0,1000000,2,bank
29,fan_in,814,814,True,2,0,1000000,2,bank
29,fan_in,81258,81258,True,2,0,1000000,2,bank
29,fan_in,89242,89242,True,2,0,1000000,2,bank
29,fan_in,99796,99796,True,2,0,1000000,2,bank
29,fan_in,6539,6539,True,2,0,1000000,2,bank
29,fan_in,18059,18059,True,2,0,1000000,2,bank
29,fan_in,36126,36126,True,2,0,1000000,2,bank
29,fan_in,40259,40259,True,2,0,1000000,2,bank
29,fan_in,70649,70649,True,2,0,1000000,2,bank
30,fan_in,3638,3638,True,2,0,1000000,2,bank
30,fan_in,650,650,True,2,0,1000000,2,bank
30,fan_in,70633,70633,True,2,0,1000000,2,bank
30,fan_in,51580,51580,True,2,0,1000000,2,bank
30,fan_in,96498,96498,True,2,0,1000000,2,bank
30,fan_in,128,128,True,2,0,1000000,2,bank
30,fan_in,97294,97294,True,2,0,1000000,2,bank
30,fan_in,64562,64562,True,2,0,1000000,2,bank
30,fan_in,98157,98157,True,2,0,1000000,2,bank
31,fan_in,53766,53766,True,2,0,1000000,2,bank
31,fan_in,7032,7032,True,2,0,1000000,2,bank
31,fan_in,7399,7399,True,2,0,1000000,2,bank
31,fan_in,1211,1211,True,2,0,1000000,2,bank
31,fan_in,77466,77466,True,2,0,1000000,2,bank
31,fan_in,83592,83592,True,2,0,1000000,2,bank
31,fan_in,62341,62341,True,2,0,1000000,2,bank
31,fan_in,25765,25765,True,2,0,1000000,2,bank
31,fan_in,18766,18766,True,2,0,1000000,2,bank
32,fan_in,53983,53983,True,2,0,1000000,2,bank
32,fan_in,6202,6202,True,2,0,1000000,2,bank
32,fan_in,73181,73181,True,2,0,1000000,2,bank
32,fan_in,94705,94705,True,2,0,1000000,2,bank
32,fan_in,48057,48057,True,2,0,1000000,2,bank
32,fan_in,23889,23889,True,2,0,1000000,2,bank
32,fan_in,12439,12439,True,2,0,1000000,2,bank
33,fan_in,53216,53216,True,2,0,1000000,2,bank
33,fan_in,67663,67663,True,2,0,1000000,2,bank
33,fan_in,62752,62752,True,2,0,1000000,2,bank
33,fan_in,50526,50526,True,2,0,1000000,2,bank
33,fan_in,56063,56063,True,2,0,1000000,2,bank
33,fan_in,52129,52129,True,2,0,1000000,2,bank
33,fan_in,92679,92679,True,2,0,1000000,2,bank
33,fan_in,29911,29911,True,2,0,1000000,2,bank
33,fan_in,20635,20635,True,2,0,1000000,2,bank
33,fan_in,66995,66995,True,2,0,1000000,2,bank
34,fan_in,53425,53425,True,2,0,1000000,2,bank
34,fan_in,31850,31850,True,2,0,1000000,2,bank
34,fan_in,79950,79950,True,2,0,1000000,2,bank
34,fan_in,20643,20643,True,2,0,1000000,2,bank
34,fan_in,43607,43607,True,2,0,1000000,2,bank
34,fan_in,15594,15594,True,2,0,1000000,2,bank
34,fan_in,6428,6428,True,2,0,1000000,2,bank
34,fan_in,9616,9616,True,2,0,1000000,2,bank
34,fan_in,4494,4494,True,2,0,1000000,2,bank
34,fan_in,48745,48745,True,2,0,1000000,2,bank
35,fan_in,52224,52224,True,2,0,1000000,2,bank
35,fan_in,46010,46010,True,2,0,1000000,2,bank
35,fan_in,44524,44524,True,2,0,1000000,2,bank
35,fan_in,8090,8090,True,2,0,1000000,2,bank
35,fan_in,45653,45653,True,2,0,1000000,2,bank
35,fan_in,24190,24190,True,2,0,1000000,2,bank
35,fan_in,33481,33481,True,2,0,1000000,2,bank
35,fan_in,58559,58559,True,2,0,1000000,2,bank
35,fan_in,72304,72304,True,2,0,1000000,2,bank
36,fan_in,1019,1019,True,2,0,1000000,2,bank
36,fan_in,21290,21290,True,2,0,1000000,2,bank
36,fan_in,7087,7087,True,2,0,1000000,2,bank
36,fan_in,44945,44945,True,2,0,1000000,2,bank
36,fan_in,96538,96538,True,2,0,1000000,2,bank
36,fan_in,20867,20867,True,2,0,1000000,2,bank
36,fan_in,91783,91783,True,2,0,1000000,2,bank
36,fan_in,68828,68828,True,2,0,1000000,2,bank
36,fan_in,22789,22789,True,2,0,1000000,2,bank
37,fan_in,51718,51718,True,2,0,1000000,2,bank
37,fan_in,65783,65783,True,2,0,1000000,2,bank
37,fan_in,19372,19372,True,2,0,1000000,2,bank
37,fan_in,37862,37862,True,2,0,1000000,2,bank
37,fan_in,44272,44272,True,2,0,1000000,2,bank
37,fan_in,14735,14735,True,2,0,1000000,2,bank
38,fan_in,1415,1415,True,2,0,1000000,2,bank
38,fan_in,97883,97883,True,2,0,1000000,2,bank
38,fan_in,84484,84484,True,2,0,1000000,2,bank
38,fan_in,27990,27990,True,2,0,1000000,2,bank
38,fan_in,80456,80456,True,2,0,1000000,2,bank
38,fan_in,21739,21739,True,2,0,1000000,2,bank
38,fan_in,52503,52503,True,2,0,1000000,2,bank
38,fan_in,5518,5518,True,2,0,1000000,2,bank
38,fan_in,22642,22642,True,2,0,1000000,2,bank
38,fan_in,98216,98216,True,2,0,1000000,2,bank
39,fan_in,628,628,True,2,0,1000000,2,bank
39,fan_in,24124,24124,True,2,0,1000000,2,bank
39,fan_in,27076,27076,True,2,0,1000000,2,bank
39,fan_in,36219,36219,True,2,0,1000000,2,bank
39,fan_in,76235,76235,True,2,0,1000000,2,bank
39,fan_in,85002,85002,True,2,0,1000000,2,bank
40,fan_in,1973,1973,True,2,0,1000000,2,bank
40,fan_in,46790,46790,True,2,0,1000000,2,bank
40,fan_in,44580,44580,True,2,0,1000000,2,bank
40,fan_in,36539,36539,True,2,0,1000000,2,bank
40,fan_in,86697,86697,True,2,0,1000000,2,bank
40,fan_in,46791,46791,True,2,0,1000000,2,bank
41,fan_in,3627,3627,True,2,0,1000000,2,bank
41,fan_in,13712,13712,True,2,0,1000000,2,bank
41,fan_in,88889,88889,True,2,0,1000000,2,bank
41,fan_in,58003,58003,True,2,0,1000000,2,bank
41,fan_in,41439,41439,True,2,0,1000000,2,bank
41,fan_in,92344,92344,True,2,0,1000000,2,bank
41,fan_in,88112,88112,True,2,0,1000000,2,bank
41,fan_in,19672,19672,True,2,0,1000000,2,bank
41,fan_in,22444,22444,True,2,0,1000000,2,bank
42,fan_in,50681,50681,True,2,0,1000000,2,bank
42,fan_in,73803,73803,True,2,0,1000000,2,bank
42,fan_in,98395,98395,True,2,0,1000000,2,bank
42,fan_in,88366,88366,True,2,0,1000000,2,bank
42,fan_in,60916,60916,True,2,0,1000000,2,bank
42,fan_in,66522,66522,True,2,0,1000000,2,bank
43,fan_in,3242,3242,True,2,0,1000000,2,bank
43,fan_in,20005,20005,True,2,0,1000000,2,bank
43,fan_in,99031,99031,True,2,0,1000000,2,bank
43,fan_in,86401,86401,True,2,0,1000000,2,bank
43,fan_in,9067,9067,True,2,0,1000000,2,bank
43,fan_in,73990,73990,True,2,0,1000000,2,bank
43,fan_in,59189,59189,True,2,0,1000000,2,bank
43,fan_in,94542,94542,True,2,0,1000000,2,bank
43,fan_in,8183,8183,True,2,0,1000000,2,bank
44,fan_in,51069,51069,True,2,0,1000000,2,bank
44,fan_in,17111,17111,True,2,0,1000000,2,bank
44,fan_in,8254,8254,True,2,0,1000000,2,bank
44,fan_in,78963,78963,True,2,0,1000000,2,bank
44,fan_in,25531,25531,True,2,0,1000000,2,bank
45,fan_in,2062,2062,True,2,0,1000000,2,bank
45,fan_in,38267,38267,True,2,0,1000000,2,bank
45,fan_in,82576,82576,True,2,0,1000000,2,bank
45,fan_in,6619,6619,True,2,0,1000000,2,bank
45,fan_in,18338,18338,True,2,0,1000000,2,bank
45,fan_in,55216,55216,True,2,0,1000000,2,bank
45,fan_in,4373,4373,True,2,0,1000000,2,bank
45,fan_in,21291,21291,True,2,0,1000000,2,bank
45,fan_in,62431,62431,True,2,0,1000000,2,bank
46,fan_in,1443,1443,True,2,0,1000000,2,bank
46,fan_in,60055,60055,True,2,0,1000000,2,bank
46,fan_in,66219,66219,True,2,0,1000000,2,bank
46,fan_in,78995,78995,True,2,0,1000000,2,bank
46,fan_in,83633,83633,True,2,0,1000000,2,bank
46,fan_in,54179,54179,True,2,0,1000000,2,bank
46,fan_in,49080,49080,True,2,0,1000000,2,bank
46,fan_in,74483,74483,True,2,0,1000000,2,bank
46,fan_in,30145,30145,True,2,0,1000000,2,bank
46,fan_in,49090,49090,True,2,0,1000000,2,bank
47,fan_in,1862,1862,True,2,0,1000000,2,bank
47,fan_in,85947,85947,True,2,0,1000000,2,bank
47,fan_in,81272,81272,True,2,0,1000000,2,bank
47,fan_in,66643,66643,True,2,0,1000000,2,bank
47,fan_in,37312,37312,True,2,0,1000000,2,bank
47,fan_in,31919,31919,True,2,0,1000000,2,bank
47,fan_in,77961,77961,True,2,0,1000000,2,bank
47,fan_in,87168,87168,True,2,0,1000000,2,bank
47,fan_in,33722,33722,True,2,0,1000000,2,bank
47,fan_in,8103,8103,True,2,0,1000000,2,bank
48,fan_in,3069,3069,True,2,0,1000000,2,bank
48,fan_in,38527,38527,True,2,0,1000000,2,bank
48,fan_in,70727,70727,True,2,0,1000000,2,bank
48,fan_in,57845,57845,True,2,0,1000000,2,bank
48,fan_in,13646,13646,True,2,0,1000000,2,bank
48,fan_in,22251,22251,True,2,0,1000000,2,bank
48,fan_in,31101,31101,True,2,0,1000000,2,bank
48,fan_in,67230,67230,True,2,0,1000000,2,bank
48,fan_in,36306,36306,True,2,0,1000000,2,bank
49,fan_in,52609,52609,True,2,0,1000000,2,bank
49,fan_in,36763,36763,True,2,0,1000000,2,bank
49,fan_in,75806,75806,True,2,0,1000000,2,bank
49,fan_in,3122,3122,True,2,0,1000000,2,bank
49,fan_in,74519,74519,True,2,0,1000000,2,bank
49,fan_in,15881,15881,True,2,0,1000000,2,bank
49,fan_in,20996,20996,True,2,0,1000000,2,bank
49,fan_in,58441,58441,True,2,0,1000000,2,bank
49,fan_in,75770,75770,True,2,0,1000000,2,bank
49,fan_in,79436,79436,True,2,0,1000000,2,bank
50,fan_in,2231,2231,True,2,0,1000000,2,bank
50,fan_in,81509,81509,True,2,0,1000000,2,bank
50,fan_in,99629,99629,True,2,0,1000000,2,bank
50,fan_in,26425,26425,True,2,0,1000000,2,bank
50,fan_in,35955,35955,True,2,0,1000000,2,bank
50,fan_in,38023,38023,True,2,0,1000000,2,bank
50,fan_in,79207,79207,True,2,0,1000000,2,bank
50,fan_in,12555,12555,True,2,0,1000000,2,bank
50,fan_in,62373,62373,True,2,0,1000000,2,bank
50,fan_in,3205,3205,True,2,0,1000000,2,bank
51,fan_in,50076,50076,True,2,0,1000000,2,bank
51,fan_in,46044,46044,True,2,0,1000000,2,bank
51,fan_in,39820,39820,True,2,0,1000000,2,bank
51,fan_in,9378,9378,True,2,0,1000000,2,bank
51,fan_in,86599,86599,True,2,0,1000000,2,bank
51,fan_in,41010,41010,True,2,0,1000000,2,bank
51,fan_in,90167,90167,True,2,0,1000000,2,bank
51,fan_in,92718,92718,True,2,0,1000000,2,bank
51,fan_in,50142,50142,True,2,0,1000000,2,bank
51,fan_in,80244,80244,True,2,0,1000000,2,bank
52,fan_in,1978,1978,True,2,0,1000000,2,bank
52,fan_in,25247,25247,True,2,0,1000000,2,bank
52,fan_in,39481,39481,True,2,0,1000000,2,bank
52,fan_in,21703,21703,True,2,0,1000000,2,bank
52,fan_in,2845,2845,True,2,0,1000000,2,bank
52,fan_in,44283,44283,True,2,0,1000000,2,bank
52,fan_in,94485,94485,True,2,0,1000000,2,bank
52,fan_in,54411,54411,True,2,0,1000000,2,bank
52,fan_in,29802,29802,True,2,0,1000000,2,bank
52,fan_in,48139,48139,True,2,0,1000000,2,bank
53,fan_in,52539,52539,True,2,0,1000000,2,bank
53,fan_in,1537,1537,True,2,0,1000000,2,bank
53,fan_in,10322,10322,True,2,0,1000000,2,bank
53,fan_in,62916,62916,True,2,0,1000000,2,bank
53,fan_in,43667,43667,True,2,0,1000000,2,bank
53,fan_in,53416,53416,True,2,0,1000000,2,bank
53,fan_in,36392,36392,True,2,0,1000000,2,bank
54,fan_in,656,656,True,2,0,1000000,2,bank
54,fan_in,35981,35981,True,2,0,1000000,2,bank
54,fan_in,89508,89508,True,2,0,1000000,2,bank
54,fan_in,94031,94031,True,2,0,1000000,2,bank
54,fan_in,14847,14847,True,2,0,1000000,2,bank
54,fan_in,80074,80074,True,2,0,1000000,2,bank
54,fan_in,40502,40502,True,2,0,1000000,2,bank
54,fan_in,38485,38485,True,2,0,1000000,2,bank
55,fan_in,1553,1553,True,2,0,1000000,2,bank
55,fan_in,34506,34506,True,2,0,1000000,2,bank
55,fan_in,77344,77344,True,2,0,1000000,2,bank
55,fan_in,99180,99180,True,2,0,1000000,2,bank
55,fan_in,54602,54602,True,2,0,1000000,2,bank
55,fan_in,16474,16474,True,2,0,1000000,2,bank
55,fan_in,82222,82222,True,2,0,1000000,2,bank
55,fan_in,2031,2031,True,2,0,1000000,2,bank
55,fan_in,88236,88236,True,2,0,1000000,2,bank
56,fan_in,805,805,True,2,0,1000000,2,bank
56,fan_in,7588,7588,True,2,0,1000000,2,bank
56,fan_in,93821,93821,True,2,0,1000000,2,bank
56,fan_in,14865,14865,True,2,0,1000000,2,bank
56,fan_in,21415,21415,True,2,0,1000000,2,bank
57,fan_in,52172,52172,True,2,0,1000000,2,bank
57,fan_in,751,751,True,2,0,1000000,2,bank
57,fan_in,8349,8349,True,2,0,1000000,2,bank
57,fan_in,43767,43767,True,2,0,1000000,2,bank
57,fan_in,93034,93034,True,2,0,1000000,2,bank
58,fan_in,3275,3275,True,2,0,1000000,2,bank
58,fan_in,31681,31681,True,2,0,1000000,2,bank
58,fan_in,25507,25507,True,2,0,1000000,2,bank
58,fan_in,98607,98607,True,2,0,1000000,2,bank
58,fan_in,58747,58747,True,2,0,1000000,2,bank
58,fan_in,58234,58234,True,2,0,1000000,2,bank
58,fan_in,38247,38247,True,2,0,1000000,2,bank
58,fan_in,97011,97011,True,2,0,1000000,2,bank
58,fan_in,25105,25105,True,2,0,1000000,2,bank
58,fan_in,3733,3733,True,2,0,1000000,2,bank
59,fan_in,1279,1279,True,2,0,1000000,2,bank
59,fan_in,32452,32452,True,2,0,1000000,2,bank
59,fan_in,53039,53039,True,2,0,1000000,2,bank
59,fan_in,28223,28223,True,2,0,1000000,2,bank
59,fan_in,45254,45254,True,2,0,1000000,2,bank
59,fan_in,458,458,True,2,0,1000000,2,bank
59,fan_in,88635,88635,True,2,0,1000000,2,bank
60,fan_in,51092,51092,True,2,0,1000000,2,bank
60,fan_in,46093,46093,True,2,0,1000000,2,bank
60,fan_in,20190,20190,True,2,0,1000000,2,bank
60,fan_in,80403,80403,True,2,0,1000000,2,bank
60,fan_in,6749,6749,True,2,0,1000000,2,bank
60,fan_in,17831,17831,True,2,0,1000000,2,bank
60,fan_in,52600,52600,True,2,0,1000000,2,bank
60,fan_in,83806,83806,True,2,0,1000000,2,bank
61,fan_in,3445,3445,True,2,0,1000000,2,bank
61,fan_in,55604,55604,True,2,0,1000000,2,bank
61,fan_in,48665,48665,True,2,0,1000000,2,bank
61,fan_in,13341,13341,True,2,0,1000000,2,bank
61,fan_in,72472,72472,True,2,0,1000000,2,bank
62,fan_in,53160,53160,True,2,0,1000000,2,bank
62,fan_in,26311,26311,True,2,0,1000000,2,bank
62,fan_in,28143,28143,True,2,0,1000000,2,bank
62,fan_in,76080,76080,True,2,0,1000000,2,bank
62,fan_in,66597,66597,True,2,0,1000000,2,bank
62,fan_in,67901,67901,True,2,0,1000000,2,bank
62,fan_in,12510,12510,True,2,0,1000000,2,bank
62,fan_in,59632,59632,True,2,0,1000000,2,bank
62,fan_in,85803,85803,True,2,0,1000000,2,bank
62,fan_in,29204,29204,True,2,0,1000000,2,bank
